image,condition,label
22560_2017-04-07 18_31_38-x-ROI_122-x-glomerulus-x-95054-x-48806-x-796-x-796.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_123-x-glomerulus-x-86225-x-145616-x-934-x-934.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_124-x-glomerulus-x-42513-x-56916-x-707-x-707.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_125-x-glomerulus-x-28618-x-147349-x-908-x-909.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_126-x-glomerulus-x-85380-x-141982-x-1039-x-1039.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_127-x-glomerulus-x-64248-x-38658-x-736-x-735.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_128-x-glomerulus-x-74183-x-43732-x-920-x-920.png,Periglomerular fibrosis,4
22560_2017-04-07 18_31_38-x-ROI_129-x-glomerulus-x-64770-x-135986-x-969-x-968.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_13-x-glomerulus-x-47500-x-56910-x-951-x-951.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_130-x-glomerulus-x-60987-x-134538-x-874-x-873.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_131-x-glomerulus-x-67879-x-45206-x-977-x-978.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_132-x-glomerulus-x-72423-x-130136-x-912-x-911.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_133-x-glomerulus-x-55200-x-139642-x-640-x-639.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_134-x-glomerulus-x-68113-x-43600-x-958-x-958.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_135-x-glomerulus-x-23816-x-150952-x-810-x-810.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_136-x-glomerulus-x-32045-x-147386-x-831-x-831.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_137-x-glomerulus-x-32726-x-144652-x-929-x-929.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_138-x-glomerulus-x-22375-x-149445-x-848-x-848.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_139-x-glomerulus-x-82561-x-134437-x-911-x-910.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_14-x-glomerulus-x-67838-x-48898-x-969-x-969.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_140-x-glomerulus-x-28096-x-147948-x-858-x-858.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_141-x-glomerulus-x-79147-x-145214-x-820-x-821.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_142-x-glomerulus-x-75939-x-135757-x-975-x-975.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_143-x-glomerulus-x-62281-x-49553-x-959-x-959.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_144-x-glomerulus-x-85005-x-144184-x-886-x-886.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_145-x-glomerulus-x-47265-x-136256-x-721-x-720.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_146-x-glomerulus-x-27226-x-63725-x-882-x-882.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_147-x-glomerulus-x-72189-x-127492-x-685-x-686.png,Periglomerular fibrosis,4
22560_2017-04-07 18_31_38-x-ROI_148-x-glomerulus-x-76466-x-133656-x-822-x-822.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_149-x-glomerulus-x-75812-x-137591-x-905-x-905.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_15-x-glomerulus-x-66765-x-141968-x-1048-x-1049.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_150-x-glomerulus-x-93138-x-137899-x-788-x-788.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_151-x-glomerulus-x-71306-x-141919-x-879-x-879.png,Periglomerular fibrosis,4
22560_2017-04-07 18_31_38-x-ROI_152-x-glomerulus-x-38739-x-62045-x-1059-x-1059.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_153-x-glomerulus-x-87071-x-45757-x-869-x-869.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_154-x-glomerulus-x-85881-x-53245-x-958-x-958.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_155-x-glomerulus-x-45478-x-138213-x-873-x-873.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_156-x-glomerulus-x-28615-x-65327-x-804-x-804.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_157-x-glomerulus-x-49187-x-52188-x-906-x-906.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_158-x-glomerulus-x-37556-x-60688-x-947-x-946.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_159-x-glomerulus-x-50169-x-134380-x-800-x-800.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_16-x-glomerulus-x-52860-x-46478-x-987-x-987.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_160-x-glomerulus-x-44798-x-59309-x-740-x-739.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_161-x-glomerulus-x-36646-x-61804-x-765-x-765.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_162-x-glomerulus-x-75608-x-137019-x-733-x-733.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_163-x-glomerulus-x-78463-x-49250-x-698-x-698.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_164-x-glomerulus-x-70216-x-54941-x-945-x-945.png,Periglomerular fibrosis,4
22560_2017-04-07 18_31_38-x-ROI_165-x-glomerulus-x-73760-x-53800-x-664-x-664.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_166-x-glomerulus-x-33109-x-153980-x-807-x-806.png,Periglomerular fibrosis,4
22560_2017-04-07 18_31_38-x-ROI_167-x-glomerulus-x-36270-x-65978-x-896-x-896.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_168-x-glomerulus-x-83289-x-46125-x-754-x-754.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_169-x-glomerulus-x-32975-x-146326-x-925-x-925.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_17-x-glomerulus-x-55594-x-134375-x-1005-x-1005.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_170-x-glomerulus-x-77747-x-40613-x-751-x-750.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_171-x-glomerulus-x-52057-x-129821-x-670-x-670.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_172-x-glomerulus-x-32040-x-64130-x-901-x-902.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_173-x-glomerulus-x-29321-x-147839-x-957-x-957.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_174-x-glomerulus-x-64139-x-42208-x-893-x-893.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_175-x-glomerulus-x-77169-x-52343-x-1004-x-1004.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_176-x-glomerulus-x-81617-x-135446-x-901-x-900.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_177-x-glomerulus-x-56442-x-135104-x-674-x-674.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_178-x-glomerulus-x-32974-x-142096-x-682-x-683.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_179-x-glomerulus-x-82493-x-57528-x-744-x-743.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_18-x-glomerulus-x-83373-x-54444-x-1008-x-1009.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_180-x-glomerulus-x-79333-x-52720-x-859-x-859.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_181-x-glomerulus-x-28308-x-152833-x-689-x-690.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_182-x-glomerulus-x-60914-x-137407-x-803-x-803.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_183-x-glomerulus-x-86750-x-142694-x-929-x-929.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_184-x-glomerulus-x-65243-x-143091-x-787-x-787.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_185-x-glomerulus-x-58446-x-142395-x-959-x-959.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_186-x-glomerulus-x-63608-x-125882-x-874-x-875.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_187-x-glomerulus-x-41674-x-138437-x-1089-x-1089.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_188-x-glomerulus-x-57864-x-40026-x-917-x-917.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_189-x-glomerulus-x-40517-x-145106-x-732-x-732.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_19-x-glomerulus-x-36742-x-151496-x-957-x-958.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_190-x-glomerulus-x-61507-x-133399-x-768-x-768.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_191-x-glomerulus-x-28867-x-148837-x-736-x-737.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_192-x-glomerulus-x-46278-x-138071-x-834-x-834.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_193-x-glomerulus-x-54866-x-43465-x-695-x-695.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_194-x-glomerulus-x-60825-x-46353-x-796-x-796.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_195-x-glomerulus-x-78987-x-45683-x-764-x-764.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_196-x-glomerulus-x-89711-x-55621-x-953-x-953.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_197-x-glomerulus-x-78548-x-51623-x-624-x-623.png,Global obsolescent glomerulosclerosis,1
22560_2017-04-07 18_31_38-x-ROI_198-x-glomerulus-x-71331-x-139135-x-880-x-879.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_199-x-glomerulus-x-73020-x-42278-x-706-x-707.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_2-x-glomerulus-x-31769-x-145696-x-1037-x-1037.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_20-x-glomerulus-x-38512-x-141243-x-838-x-837.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_200-x-glomerulus-x-72803-x-40325-x-897-x-897.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_201-x-glomerulus-x-88916-x-52656-x-921-x-920.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_202-x-glomerulus-x-42648-x-55466-x-795-x-795.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_203-x-glomerulus-x-59035-x-136355-x-872-x-872.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_204-x-glomerulus-x-89625-x-54220-x-875-x-875.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_205-x-glomerulus-x-53456-x-48155-x-779-x-779.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_206-x-glomerulus-x-55272-x-126571-x-1017-x-1017.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_207-x-glomerulus-x-90288-x-51544-x-689-x-689.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_208-x-glomerulus-x-75607-x-128655-x-779-x-779.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_209-x-glomerulus-x-64275-x-131765-x-771-x-772.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_21-x-glomerulus-x-48524-x-142041-x-1079-x-1080.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_210-x-glomerulus-x-73291-x-129781-x-652-x-652.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_211-x-glomerulus-x-64470-x-46473-x-670-x-670.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_212-x-glomerulus-x-63128-x-41703-x-889-x-889.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_213-x-glomerulus-x-53303-x-128428-x-731-x-731.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_214-x-glomerulus-x-76636-x-132316-x-908-x-908.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_215-x-glomerulus-x-84504-x-54610-x-865-x-865.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_216-x-glomerulus-x-45503-x-52569-x-1077-x-1077.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_217-x-glomerulus-x-28402-x-151630-x-688-x-689.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_218-x-glomerulus-x-85238-x-137146-x-603-x-603.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_219-x-glomerulus-x-75529-x-139340-x-588-x-589.png,Global obsolescent glomerulosclerosis,1
22560_2017-04-07 18_31_38-x-ROI_22-x-glomerulus-x-80344-x-142500-x-1001-x-1001.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_220-x-glomerulus-x-74780-x-42406-x-932-x-932.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_221-x-glomerulus-x-38141-x-152599-x-947-x-947.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_222-x-glomerulus-x-82595-x-49055-x-905-x-906.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_223-x-glomerulus-x-87993-x-55806-x-852-x-852.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_224-x-glomerulus-x-39975-x-141366-x-713-x-713.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_225-x-glomerulus-x-52590-x-133294-x-881-x-881.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_226-x-glomerulus-x-34998-x-141499-x-1007-x-1007.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_227-x-glomerulus-x-38843-x-144747-x-984-x-983.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_228-x-glomerulus-x-41012-x-64560-x-1005-x-1004.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_229-x-glomerulus-x-85749-x-134597-x-733-x-734.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_23-x-glomerulus-x-80835-x-50663-x-921-x-921.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_230-x-glomerulus-x-72993-x-47701-x-983-x-983.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_231-x-glomerulus-x-59622-x-48535-x-605-x-605.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_232-x-glomerulus-x-74064-x-41129-x-684-x-683.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_233-x-glomerulus-x-39411-x-55778-x-956-x-956.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_234-x-glomerulus-x-37440-x-56416-x-709-x-710.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_235-x-glomerulus-x-42792-x-66945-x-892-x-892.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_236-x-glomerulus-x-82934-x-41289-x-685-x-685.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_237-x-glomerulus-x-34200-x-147678-x-1055-x-1055.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_238-x-glomerulus-x-63841-x-143477-x-766-x-766.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_239-x-glomerulus-x-58798-x-53225-x-561-x-561.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_24-x-glomerulus-x-47432-x-57771-x-928-x-928.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_240-x-glomerulus-x-37135-x-154499-x-822-x-822.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_241-x-glomerulus-x-30164-x-145877-x-579-x-579.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_242-x-glomerulus-x-84782-x-134231-x-951-x-951.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_243-x-glomerulus-x-67774-x-131461-x-539-x-538.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_244-x-glomerulus-x-88600-x-50929-x-769-x-769.png,Periglomerular fibrosis,4
22560_2017-04-07 18_31_38-x-ROI_245-x-glomerulus-x-70563-x-129818-x-709-x-709.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_246-x-glomerulus-x-37874-x-68420-x-722-x-722.png,Periglomerular fibrosis,4
22560_2017-04-07 18_31_38-x-ROI_247-x-glomerulus-x-61418-x-129253-x-895-x-895.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_248-x-glomerulus-x-66111-x-137966-x-870-x-870.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_249-x-glomerulus-x-88015-x-46058-x-751-x-752.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_25-x-glomerulus-x-50600-x-140023-x-993-x-993.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_250-x-glomerulus-x-85919-x-139498-x-742-x-743.png,Periglomerular fibrosis,4
22560_2017-04-07 18_31_38-x-ROI_251-x-glomerulus-x-55993-x-41999-x-733-x-733.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_252-x-glomerulus-x-75519-x-42001-x-720-x-720.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_253-x-glomerulus-x-78473-x-40558-x-927-x-927.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_254-x-glomerulus-x-70985-x-44580-x-944-x-944.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_255-x-glomerulus-x-36413-x-150225-x-965-x-964.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_256-x-glomerulus-x-80850-x-134439-x-774-x-775.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_257-x-glomerulus-x-33054-x-67183-x-765-x-765.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_258-x-glomerulus-x-86249-x-141193-x-855-x-855.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_259-x-glomerulus-x-43798-x-66550-x-634-x-634.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_26-x-glomerulus-x-54047-x-140594-x-983-x-982.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_260-x-glomerulus-x-54283-x-138072-x-711-x-712.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_261-x-glomerulus-x-43126-x-53627-x-626-x-626.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_262-x-glomerulus-x-23824-x-150187-x-767-x-767.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_263-x-glomerulus-x-38932-x-63655-x-904-x-904.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_264-x-glomerulus-x-60376-x-39247-x-929-x-929.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_265-x-glomerulus-x-92244-x-136300-x-540-x-540.png,Wire loop,-1
22560_2017-04-07 18_31_38-x-ROI_266-x-glomerulus-x-58260-x-47445-x-796-x-795.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_267-x-glomerulus-x-67034-x-44653-x-809-x-808.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_268-x-glomerulus-x-28634-x-64560-x-741-x-742.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_269-x-glomerulus-x-25552-x-149357-x-775-x-774.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_27-x-glomerulus-x-67207-x-47776-x-920-x-920.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_270-x-glomerulus-x-93941-x-47341-x-470-x-470.png,Wire loop,-1
22560_2017-04-07 18_31_38-x-ROI_271-x-glomerulus-x-59606-x-52086-x-767-x-767.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_272-x-glomerulus-x-62815-x-129345-x-866-x-866.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_273-x-glomerulus-x-91639-x-137596-x-474-x-474.png,Global disappearing glomerulosclerosis,3
22560_2017-04-07 18_31_38-x-ROI_274-x-glomerulus-x-70559-x-128064-x-849-x-849.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_275-x-glomerulus-x-74204-x-48954-x-909-x-909.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_276-x-glomerulus-x-34746-x-60297-x-575-x-575.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_277-x-glomerulus-x-39017-x-139456-x-740-x-740.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_278-x-glomerulus-x-87720-x-140026-x-736-x-735.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_279-x-glomerulus-x-43073-x-67861-x-849-x-850.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_28-x-glomerulus-x-29468-x-145952-x-907-x-907.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_280-x-glomerulus-x-71660-x-131523-x-832-x-832.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_281-x-glomerulus-x-85424-x-46842-x-989-x-989.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_282-x-glomerulus-x-79976-x-137184-x-882-x-882.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_283-x-glomerulus-x-91774-x-51160-x-823-x-823.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_284-x-glomerulus-x-46938-x-134107-x-517-x-517.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_285-x-glomerulus-x-34538-x-62905-x-778-x-778.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_286-x-glomerulus-x-65812-x-135010-x-793-x-794.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_287-x-glomerulus-x-87651-x-48714-x-611-x-611.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_288-x-glomerulus-x-57904-x-126130-x-872-x-872.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_289-x-glomerulus-x-70268-x-45614-x-546-x-546.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_29-x-glomerulus-x-58570-x-50863-x-920-x-920.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_290-x-glomerulus-x-88198-x-53617-x-927-x-927.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_291-x-glomerulus-x-77900-x-46952-x-1014-x-1014.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_292-x-glomerulus-x-68851-x-56159-x-698-x-698.png,Periglomerular fibrosis,4
22560_2017-04-07 18_31_38-x-ROI_293-x-glomerulus-x-66278-x-144005-x-496-x-496.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_294-x-glomerulus-x-39181-x-152273-x-644-x-644.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_295-x-glomerulus-x-76359-x-128680-x-936-x-936.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_296-x-glomerulus-x-63704-x-45286-x-896-x-896.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_297-x-glomerulus-x-38371-x-153517-x-863-x-863.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_298-x-glomerulus-x-30222-x-63606-x-942-x-942.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_299-x-glomerulus-x-39285-x-64826-x-1180-x-1180.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_3-x-glomerulus-x-49949-x-142192-x-1028-x-1028.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_30-x-glomerulus-x-43234-x-143657-x-1014-x-1014.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_300-x-glomerulus-x-39714-x-66127-x-1102-x-1102.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_301-x-glomerulus-x-40749-x-67181-x-1173-x-1173.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_302-x-glomerulus-x-41966-x-68736-x-634-x-724.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_303-x-glomerulus-x-34419-x-67307-x-815-x-834.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_304-x-glomerulus-x-78803-x-49804-x-680-x-936.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_305-x-glomerulus-x-29907-x-148586-x-598-x-596.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_306-x-glomerulus-x-57771-x-41384-x-490-x-544.png,Global disappearing glomerulosclerosis,3
22560_2017-04-07 18_31_38-x-ROI_307-x-glomerulus-x-79319-x-40626-x-724-x-744.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_308-x-glomerulus-x-66911-x-127838-x-630-x-744.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_309-x-glomerulus-x-66955-x-129796-x-964-x-1082.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_31-x-glomerulus-x-37272-x-59052-x-897-x-897.png,Normal,0
22560_2017-04-07 18_31_38-x-ROI_310-x-glomerulus-x-70407-x-44056-x-522-x-618.png,Normal,0
