image,condition,label
22559_2017-04-07 17_41_57-x-ROI_125-x-glomerulus-x-29286-x-144336-x-955-x-955.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_126-x-glomerulus-x-63048-x-131368-x-991-x-992.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_127-x-glomerulus-x-68713-x-141195-x-1085-x-1085.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_128-x-glomerulus-x-82387-x-120588-x-969-x-970.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_129-x-glomerulus-x-72899-x-52967-x-883-x-884.png,Periglomerular fibrosis,4
22559_2017-04-07 17_41_57-x-ROI_13-x-glomerulus-x-78303-x-129734-x-955-x-954.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_130-x-glomerulus-x-39335-x-138628-x-945-x-945.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_131-x-glomerulus-x-69118-x-63325-x-966-x-966.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_132-x-glomerulus-x-76413-x-136298-x-929-x-929.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_133-x-glomerulus-x-76821-x-46189-x-916-x-916.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_134-x-glomerulus-x-27067-x-127015-x-903-x-904.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_135-x-glomerulus-x-71889-x-49071-x-733-x-733.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_136-x-glomerulus-x-44466-x-131471-x-972-x-972.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_137-x-glomerulus-x-51585-x-136373-x-870-x-870.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_138-x-glomerulus-x-46004-x-143994-x-959-x-959.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_139-x-glomerulus-x-65473-x-135029-x-776-x-776.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_14-x-glomerulus-x-63906-x-132800-x-863-x-863.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_140-x-glomerulus-x-26118-x-64249-x-883-x-884.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_141-x-glomerulus-x-59161-x-50781-x-962-x-962.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_142-x-glomerulus-x-21787-x-57728-x-842-x-842.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_143-x-glomerulus-x-57456-x-143542-x-992-x-992.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_144-x-glomerulus-x-54232-x-56627-x-779-x-779.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_145-x-glomerulus-x-77591-x-123757-x-783-x-782.png,Periglomerular fibrosis,4
22559_2017-04-07 17_41_57-x-ROI_146-x-glomerulus-x-24649-x-62004-x-864-x-864.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_147-x-glomerulus-x-42906-x-132691-x-899-x-899.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_148-x-glomerulus-x-75614-x-140126-x-934-x-934.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_149-x-glomerulus-x-31978-x-65054-x-692-x-693.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_15-x-glomerulus-x-72799-x-65006-x-1000-x-1000.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_150-x-glomerulus-x-65088-x-126551-x-962-x-962.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_151-x-glomerulus-x-39975-x-56554-x-1007-x-1007.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_152-x-glomerulus-x-34003-x-59556-x-879-x-879.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_153-x-glomerulus-x-45019-x-135715-x-908-x-907.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_154-x-glomerulus-x-40518-x-59250-x-753-x-752.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_155-x-glomerulus-x-35568-x-140949-x-799-x-799.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_156-x-glomerulus-x-39486-x-143691-x-682-x-682.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_157-x-glomerulus-x-82584-x-138773-x-946-x-946.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_158-x-glomerulus-x-38711-x-66965-x-974-x-974.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_159-x-glomerulus-x-28038-x-59352-x-894-x-894.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_16-x-glomerulus-x-21954-x-139543-x-911-x-912.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_160-x-glomerulus-x-34816-x-137603-x-839-x-839.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_161-x-glomerulus-x-26895-x-35320-x-860-x-860.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_162-x-glomerulus-x-31836-x-135662-x-881-x-881.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_163-x-glomerulus-x-21144-x-57597-x-765-x-765.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_164-x-glomerulus-x-41360-x-59110-x-912-x-913.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_165-x-glomerulus-x-71407-x-53535-x-666-x-666.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_166-x-glomerulus-x-74878-x-59566-x-926-x-926.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_167-x-glomerulus-x-58006-x-50553-x-861-x-860.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_168-x-glomerulus-x-66269-x-143049-x-823-x-823.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_169-x-glomerulus-x-48434-x-142686-x-782-x-782.png,Periglomerular fibrosis,4
22559_2017-04-07 17_41_57-x-ROI_17-x-glomerulus-x-58429-x-52487-x-935-x-935.png,Periglomerular fibrosis,4
22559_2017-04-07 17_41_57-x-ROI_170-x-glomerulus-x-55933-x-134432-x-1061-x-1061.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_171-x-glomerulus-x-30760-x-55234-x-889-x-889.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_172-x-glomerulus-x-63926-x-126342-x-954-x-954.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_173-x-glomerulus-x-40377-x-53304-x-1101-x-1101.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_174-x-glomerulus-x-49374-x-142962-x-886-x-886.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_175-x-glomerulus-x-32044-x-114477-x-871-x-871.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_176-x-glomerulus-x-46484-x-132244-x-794-x-795.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_177-x-glomerulus-x-65778-x-133719-x-812-x-812.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_178-x-glomerulus-x-82694-x-125479-x-798-x-798.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_179-x-glomerulus-x-22851-x-143751-x-829-x-830.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_18-x-glomerulus-x-73088-x-140676-x-1065-x-1065.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_180-x-glomerulus-x-79880-x-126676-x-808-x-808.png,Periglomerular fibrosis,4
22559_2017-04-07 17_41_57-x-ROI_181-x-glomerulus-x-45009-x-66827-x-866-x-867.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_182-x-glomerulus-x-77994-x-134097-x-915-x-915.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_183-x-glomerulus-x-40350-x-140220-x-885-x-884.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_184-x-glomerulus-x-31567-x-137961-x-663-x-663.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_185-x-glomerulus-x-37791-x-133832-x-862-x-862.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_186-x-glomerulus-x-58902-x-59542-x-790-x-790.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_187-x-glomerulus-x-71665-x-142268-x-824-x-824.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_188-x-glomerulus-x-81430-x-128759-x-957-x-957.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_189-x-glomerulus-x-53025-x-52460-x-986-x-986.png,Periglomerular fibrosis,4
22559_2017-04-07 17_41_57-x-ROI_19-x-glomerulus-x-35089-x-57522-x-879-x-879.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_190-x-glomerulus-x-29283-x-66757-x-588-x-587.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_191-x-glomerulus-x-57034-x-136581-x-810-x-809.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_192-x-glomerulus-x-36407-x-58205-x-675-x-675.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_193-x-glomerulus-x-36481-x-55089-x-886-x-886.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_194-x-glomerulus-x-50457-x-62577-x-770-x-770.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_195-x-glomerulus-x-56307-x-57998-x-712-x-712.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_196-x-glomerulus-x-29780-x-134393-x-857-x-857.png,Periglomerular fibrosis,4
22559_2017-04-07 17_41_57-x-ROI_197-x-glomerulus-x-67011-x-131067-x-742-x-741.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_198-x-glomerulus-x-24786-x-59369-x-655-x-655.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_199-x-glomerulus-x-65290-x-143610-x-877-x-877.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_2-x-glomerulus-x-70691-x-139578-x-998-x-998.png,Periglomerular fibrosis,4
22559_2017-04-07 17_41_57-x-ROI_20-x-glomerulus-x-76503-x-53047-x-989-x-989.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_200-x-glomerulus-x-77767-x-54173-x-796-x-797.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_201-x-glomerulus-x-52972-x-67805-x-935-x-935.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_202-x-glomerulus-x-44354-x-130180-x-1005-x-1005.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_203-x-glomerulus-x-41230-x-65850-x-776-x-777.png,Periglomerular fibrosis,4
22559_2017-04-07 17_41_57-x-ROI_204-x-glomerulus-x-64215-x-129714-x-1036-x-1035.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_205-x-glomerulus-x-79693-x-131241-x-980-x-981.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_206-x-glomerulus-x-22061-x-65738-x-950-x-951.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_207-x-glomerulus-x-83848-x-128296-x-772-x-772.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_208-x-glomerulus-x-60448-x-142708-x-706-x-706.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_209-x-glomerulus-x-25865-x-56887-x-858-x-858.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_21-x-glomerulus-x-63627-x-64665-x-1068-x-1069.png,Periglomerular fibrosis,4
22559_2017-04-07 17_41_57-x-ROI_210-x-glomerulus-x-71380-x-128505-x-633-x-633.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_211-x-glomerulus-x-38310-x-65513-x-745-x-746.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_212-x-glomerulus-x-62025-x-135967-x-912-x-911.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_213-x-glomerulus-x-74472-x-56345-x-691-x-692.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_214-x-glomerulus-x-40109-x-54938-x-784-x-784.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_215-x-glomerulus-x-32526-x-135470-x-856-x-856.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_216-x-glomerulus-x-76552-x-60836-x-929-x-929.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_217-x-glomerulus-x-66774-x-126179-x-1022-x-1022.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_218-x-glomerulus-x-68763-x-53328-x-698-x-699.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_219-x-glomerulus-x-84237-x-132195-x-890-x-890.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_22-x-glomerulus-x-25525-x-52084-x-1041-x-1041.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_220-x-glomerulus-x-33852-x-137372-x-909-x-909.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_221-x-glomerulus-x-28521-x-62837-x-889-x-889.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_222-x-glomerulus-x-39187-x-54967-x-1032-x-1032.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_223-x-glomerulus-x-73897-x-52200-x-876-x-876.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_224-x-glomerulus-x-56998-x-139062-x-603-x-603.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_225-x-glomerulus-x-33355-x-62601-x-926-x-925.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_226-x-glomerulus-x-73467-x-132600-x-816-x-817.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_227-x-glomerulus-x-82562-x-140569-x-917-x-917.png,Periglomerular fibrosis,4
22559_2017-04-07 17_41_57-x-ROI_228-x-glomerulus-x-51475-x-133786-x-910-x-910.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_229-x-glomerulus-x-36553-x-141782-x-932-x-932.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_23-x-glomerulus-x-46333-x-65738-x-969-x-970.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_230-x-glomerulus-x-74845-x-128206-x-686-x-685.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_231-x-glomerulus-x-60634-x-132639-x-778-x-778.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_232-x-glomerulus-x-46321-x-53472-x-831-x-832.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_233-x-glomerulus-x-50506-x-58221-x-662-x-662.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_234-x-glomerulus-x-79144-x-46555-x-964-x-964.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_235-x-glomerulus-x-26231-x-61994-x-796-x-796.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_236-x-glomerulus-x-31294-x-55775-x-889-x-889.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_237-x-glomerulus-x-57375-x-138729-x-772-x-771.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_238-x-glomerulus-x-55153-x-138201-x-657-x-657.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_239-x-glomerulus-x-44882-x-59643-x-887-x-887.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_24-x-glomerulus-x-68076-x-51912-x-963-x-962.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_240-x-glomerulus-x-67192-x-67280-x-853-x-852.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_241-x-glomerulus-x-58160-x-53999-x-924-x-924.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_242-x-glomerulus-x-48556-x-134119-x-864-x-864.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_243-x-glomerulus-x-80661-x-130570-x-793-x-793.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_244-x-glomerulus-x-38994-x-140325-x-889-x-889.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_245-x-glomerulus-x-60722-x-55600-x-737-x-737.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_246-x-glomerulus-x-27015-x-60509-x-940-x-940.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_247-x-glomerulus-x-65548-x-132930-x-875-x-876.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_248-x-glomerulus-x-61049-x-134486-x-952-x-953.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_249-x-glomerulus-x-50835-x-143909-x-874-x-874.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_25-x-glomerulus-x-59143-x-49223-x-997-x-998.png,Periglomerular fibrosis,4
22559_2017-04-07 17_41_57-x-ROI_250-x-glomerulus-x-27871-x-136628-x-772-x-772.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_251-x-glomerulus-x-33738-x-135558-x-679-x-679.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_252-x-glomerulus-x-26151-x-63265-x-1015-x-1015.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_253-x-glomerulus-x-65076-x-56519-x-713-x-713.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_254-x-glomerulus-x-27130-x-57104-x-668-x-667.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_255-x-glomerulus-x-39124-x-142752-x-669-x-668.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_256-x-glomerulus-x-42699-x-59297-x-923-x-923.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_257-x-glomerulus-x-84503-x-127418-x-719-x-718.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_258-x-glomerulus-x-32263-x-66061-x-666-x-666.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_259-x-glomerulus-x-38188-x-61392-x-717-x-717.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_26-x-glomerulus-x-57996-x-127885-x-1045-x-1045.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_260-x-glomerulus-x-78848-x-126557-x-766-x-766.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_261-x-glomerulus-x-33347-x-141467-x-809-x-809.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_262-x-glomerulus-x-55834-x-67356-x-827-x-827.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_263-x-glomerulus-x-75601-x-64880-x-930-x-929.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_264-x-glomerulus-x-64722-x-133982-x-636-x-637.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_265-x-glomerulus-x-40925-x-138755-x-707-x-707.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_266-x-glomerulus-x-53242-x-66876-x-698-x-698.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_267-x-glomerulus-x-61219-x-130198-x-890-x-890.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_268-x-glomerulus-x-47789-x-138550-x-830-x-829.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_269-x-glomerulus-x-56691-x-55542-x-981-x-981.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_27-x-glomerulus-x-69462-x-52907-x-869-x-869.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_270-x-glomerulus-x-53887-x-55357-x-756-x-755.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_271-x-glomerulus-x-29205-x-53805-x-734-x-733.png,Periglomerular fibrosis,4
22559_2017-04-07 17_41_57-x-ROI_272-x-glomerulus-x-47199-x-136368-x-715-x-714.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_273-x-glomerulus-x-66353-x-136299-x-858-x-859.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_274-x-glomerulus-x-77743-x-58315-x-984-x-984.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_275-x-glomerulus-x-61890-x-59920-x-670-x-670.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_276-x-glomerulus-x-29907-x-139870-x-917-x-917.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_277-x-glomerulus-x-40758-x-137206-x-908-x-908.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_278-x-glomerulus-x-26190-x-55264-x-928-x-928.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_279-x-glomerulus-x-42395-x-56365-x-902-x-903.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_28-x-glomerulus-x-47974-x-136112-x-979-x-979.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_280-x-glomerulus-x-65044-x-58614-x-924-x-924.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_281-x-glomerulus-x-49184-x-141059-x-829-x-829.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_282-x-glomerulus-x-34822-x-133758-x-949-x-950.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_283-x-glomerulus-x-32761-x-133869-x-905-x-905.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_284-x-glomerulus-x-23228-x-55418-x-906-x-906.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_285-x-glomerulus-x-69346-x-138997-x-594-x-593.png,Global disappearing glomerulosclerosis,3
22559_2017-04-07 17_41_57-x-ROI_286-x-glomerulus-x-34613-x-139818-x-787-x-788.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_287-x-glomerulus-x-58957-x-48752-x-527-x-527.png,Global obsolescent glomerulosclerosis,1
22559_2017-04-07 17_41_57-x-ROI_288-x-glomerulus-x-72950-x-52030-x-704-x-705.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_289-x-glomerulus-x-81403-x-133659-x-823-x-822.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_29-x-glomerulus-x-48946-x-134341-x-971-x-971.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_290-x-glomerulus-x-54883-x-66545-x-713-x-714.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_291-x-glomerulus-x-42204-x-66170-x-898-x-898.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_292-x-glomerulus-x-79613-x-135521-x-899-x-899.png,Periglomerular fibrosis,4
22559_2017-04-07 17_41_57-x-ROI_293-x-glomerulus-x-48320-x-61892-x-624-x-624.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_294-x-glomerulus-x-36511-x-144620-x-646-x-646.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_295-x-glomerulus-x-60217-x-131440-x-717-x-718.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_296-x-glomerulus-x-62995-x-142813-x-916-x-916.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_297-x-glomerulus-x-30161-x-143478-x-856-x-855.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_298-x-glomerulus-x-20980-x-60466-x-848-x-848.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_299-x-glomerulus-x-62880-x-133814-x-644-x-644.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_3-x-glomerulus-x-16444-x-57130-x-1044-x-1044.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_30-x-glomerulus-x-22975-x-61132-x-966-x-965.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_300-x-glomerulus-x-58160-x-58320-x-791-x-790.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_301-x-glomerulus-x-42434-x-57347-x-950-x-951.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_302-x-glomerulus-x-22307-x-55263-x-834-x-834.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_303-x-glomerulus-x-63923-x-67635-x-726-x-726.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_304-x-glomerulus-x-71204-x-142477-x-819-x-819.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_305-x-glomerulus-x-45066-x-138672-x-663-x-662.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_306-x-glomerulus-x-41411-x-137690-x-552-x-553.png,Global obsolescent glomerulosclerosis,1
22559_2017-04-07 17_41_57-x-ROI_307-x-glomerulus-x-31990-x-62614-x-845-x-845.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_308-x-glomerulus-x-59664-x-60927-x-866-x-866.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_309-x-glomerulus-x-71390-x-131522-x-748-x-747.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_31-x-glomerulus-x-32440-x-60879-x-956-x-956.png,Normal,0
22559_2017-04-07 17_41_57-x-ROI_310-x-glomerulus-x-40851-x-61528-x-905-x-905.png,Normal,0
